CUSTOMERID,CardAccountNumber,CardNumber,isActive
B-7298312,DPTA1169,2954-7397-1634-3923,1
B-7306362,HLQK7148,2954-584-7689-7035,1
B-7327606,XGID1322,2954-749-9392-9754,1
B-7336448,GLSJ7526,2954-1878-5429-7804,1
B-7337616,FNAN2415,2954-8765-4155-4736,1
B-7345041,JWNL7717,2954-5381-5875-2449,1
B-7347523,HPKN5971,2954-562-9738-8713,1
B-7352926,WEBD4411,2954-5469-8567-6541,1
B-7357111,MQDJ9691,2954-3496-4038-1028,1
B-7357188,ITOC5491,2954-2256-1517-9823,1
B-7367778,FMKM7187,2954-6535-8722-9494,1
B-7381930,JEFN4084,2954-3307-7695-4463,1
B-7399978,GRSB1856,2954-6749-7293-9930,1
B-7403367,TTBE5558,2954-5825-3162-1671,1
B-7411369,UUKI3788,2954-5843-6238-6843,1
B-7426191,JPEE1251,2954-2690-2882-9541,1
B-7427035,VZZD7162,2954-2387-8240-4273,1
B-7429405,BQRV3640,2954-5504-5159-7159,1
B-7441735,GCDK4051,2954-8850-356-2908,1
B-7451974,UCCM1988,2954-1633-2864-4896,1
B-7455605,XIXM5988,2954-2170-6383-6595,1
B-7465805,MEBY1237,2954-4848-6327-2748,1
B-7474427,NKPA9376,2954-44-9066-389,1
B-7487205,TNYL2596,2954-705-5762-1520,1
B-7496841,UMAA2747,2954-9540-5776-1449,1
B-7510174,DWPB9352,2954-6915-9089-776,1
B-7510689,AQFV4806,2954-7025-1599-4227,1
B-7533132,RVOT2849,2954-5749-3572-4847,1
B-7537640,MFQP1264,2954-7631-8420-2293,1
B-7539076,IDLC4125,2954-5365-5788-3837,1
B-7542111,SXEB2685,2954-569-3692-767,1
B-7552929,SWUY6702,2954-511-6419-2373,1
B-7563391,COPG7447,2954-6219-725-1761,1
B-7565252,ZYYP2970,2954-2611-7996-2114,1
B-7576272,LTSZ2507,2954-8620-7574-3183,1
B-7585352,CPTL2879,2954-418-3671-2391,1
B-7592487,SBFI7340,2954-537-6969-2947,1
B-7600387,ORCB7800,2954-1969-5019-6963,1
B-7603338,RPQT2081,2954-3582-6583-1065,1
B-7613700,HLTJ1310,2954-3074-8396-2061,1
B-7618624,UVYA1462,2954-9804-1783-546,1
B-7623292,CHDS9216,2954-5955-5892-2555,1
B-7624009,VKCX7544,2954-784-21-7728,1
B-7629809,AUSG9132,2954-6699-2114-6178,1
B-7632948,FFMO5829,2954-413-1985-1999,1
B-7633164,SWPH3191,2954-450-7393-6565,1
B-7646732,NDJZ5155,2954-9075-9966-8509,1
B-7683478,BTII3672,2954-5196-4338-5930,1
B-7695153,UDAL4067,2954-6930-1895-4818,1
B-7695706,IAUE8234,2954-1225-3129-8046,1
B-7710824,PGNS5568,2954-9298-7614-1348,1
B-7722331,UTAM3599,2954-919-7618-1585,1
B-7726711,DDRV7510,2954-4307-441-6212,1
B-7730167,ZIKP6344,2954-3861-5818-215,1
B-7732351,GAFG7074,2954-4639-1321-9250,1
B-7760180,MTZG8979,2954-8869-618-9298,1
B-7762441,YVGV2610,2954-9084-9813-5809,1
B-7770706,LKRQ7215,2954-5996-5367-3157,1
B-7783708,IYDL8007,2954-6524-4125-3918,1
B-7786778,OBNW3277,2954-368-4927-7466,1
B-7788080,VXSL5891,2954-9351-2536-1099,1
B-7797535,PNUS9993,2954-4749-825-401,1
B-7813307,PAOC4779,2954-4018-9342-7192,1
B-7820157,HMAJ7601,2954-5725-1372-3193,1
B-7828731,NDCN4621,2954-3026-6321-6148,1
B-7836032,MWJA6723,2954-6147-3008-6524,1
B-7851005,HCUZ9589,2954-2004-4632-6891,1
B-7858215,NTBN5195,2954-3778-5882-3649,1
B-7879885,NFEK5737,2954-96-7151-6376,1
B-7879910,XXHO6822,2954-2574-3094-1404,1
B-7887238,CIBX4015,2954-4515-4157-714,1
B-7892471,BXSD9139,2954-6686-5303-1334,1
B-7895006,XSSU5342,2954-3417-7282-5282,1
B-7910287,JITD5105,2954-5519-624-5612,1
B-7914802,SBZE6670,2954-7099-8422-3550,1
B-7921627,HHYF3265,2954-1507-4555-5663,1
B-7921978,KTYZ6389,2954-9238-5855-6650,1
B-7930476,JSVW6079,2954-3182-5761-881,1
B-7933038,QOAI3808,2954-9513-6690-4601,1
B-7947093,WJRL4139,2954-4077-1283-4082,1
B-7950357,DLSE3721,2954-3470-1399-6224,1
B-7956024,VBZM2222,2954-1120-3397-3510,1
B-7957697,RZEF1533,2954-4528-7346-9585,1
B-7984303,HRCD6338,2954-1669-8378-1687,1
B-7986832,FDZW2254,2954-9490-9044-1944,1
B-7995682,OOMT1300,2954-2596-4673-616,1
B-8000006,BIAG2448,2954-6706-2134-1803,1
B-8005616,XZLN8577,2954-3847-2615-4273,1
B-8027764,VPQS6265,2954-7876-6941-3202,1
B-8028979,IFQE6317,2954-7444-5619-254,1
B-8030763,ZXLW7992,2954-5434-2595-7709,1
B-8035496,UBYU7736,2954-8301-3342-1326,1
B-8036745,XNME4471,2954-420-3922-5828,1
B-8038739,DQOO7655,2954-4280-6715-550,1
B-8046977,SAIJ5101,2954-9856-5494-9254,1
B-8056206,XNGY4092,2954-4054-5299-9399,1
B-8063696,RLMP7023,2954-6103-949-4850,1
B-8066441,DKEH2708,2954-3198-6426-7926,1
B-8078324,DBSO9795,2954-1913-3210-4453,1
B-8099099,SRNY5504,2954-9192-808-4637,1
B-8099804,XWBY4804,2954-6259-2069-9138,1
B-8102060,USSE5897,2954-9757-9138-9906,1
B-8135875,MMYQ3170,2954-9104-7499-8237,1
B-8136696,QCVB5852,2954-3304-8165-100,1
B-8138846,NNXS2712,2954-2689-3213-823,1
B-8168070,QVWV6001,2954-2324-2712-9956,1
B-8184232,YLXR6184,2954-9259-8184-3518,1
B-8184750,PZOY3427,2954-2597-6261-6721,1
B-8186489,NAQY3713,2954-4343-8165-9339,1
B-8224222,YJCD7310,2954-1068-5783-6751,1
B-8236773,TUOC3700,2954-8197-8686-5589,1
B-8249074,BXFG2876,2954-9599-9952-9328,1
B-8249636,XPPT7722,2954-4752-2787-9856,1
B-8251333,RCAQ7689,2954-7156-5843-8737,1
B-8264856,HUYT2978,2954-3044-2137-6974,1
B-8271835,FIZG6972,2954-3946-1624-7589,1
B-8273777,FPTA2577,2954-2700-8175-9647,1
B-8274554,QYOR9525,2954-2090-1980-9120,1
B-8288758,TSHN9033,2954-2470-4858-5345,1
B-8288758,TSHN9033,2954-5739-214-6612,0
B-8296887,HAEY9089,2954-3305-7933-6392,1
B-8301087,TWGZ2737,2954-4813-6428-5351,1
B-8301789,NMXU4193,2954-9852-5680-1280,1
B-8305648,NUEJ5406,2954-6909-5339-547,1
B-8313326,JIMV6377,2954-8595-4900-4920,1
B-8317235,MLZJ1582,2954-8232-7006-4646,1
B-8332400,BOLG4652,2954-4969-5702-5327,1
B-8334379,KYSX3829,2954-79-8082-1441,1
B-8337245,DEDG7268,2954-7614-2990-9406,1
B-8344618,AUFI5334,2954-7346-9474-9628,1
B-8347040,IUVZ9453,2954-4628-6803-9781,1
B-8349467,LLNL3991,2954-5529-6570-1759,1
B-8349691,MTDI8963,2954-2015-9953-2720,1
B-8357901,XKJS8333,2954-8787-3182-4000,1
B-8372867,QLUO6941,2954-1734-9368-4514,1
B-8381077,ECAY5869,2954-1770-9920-7089,1
B-8386272,TYAG9247,2954-1997-3117-2967,1
B-8411298,ZOCC6786,2954-1972-7052-9107,1
B-8422892,WQQE9560,2954-733-9516-721,1
B-8439974,GXWZ3338,2954-7496-8436-4548,1
B-8446624,AXKT7321,2954-4626-4155-821,1
B-8455360,YQBX1606,2954-7125-8139-3253,1
B-8457161,FZTY2200,2954-5689-477-6185,1
B-8462334,CYZN2796,2954-3611-7752-905,1
B-8463029,OZUC9805,2954-3781-7641-7267,1
B-8472100,QMAM7104,2954-1295-6486-146,1
B-8475041,NQNA6130,2954-1271-3420-6422,1
B-8477440,IMDV5969,2954-1198-3553-5064,1
B-8478780,KZGH5472,2954-6371-3397-1990,1
B-8485684,QUGN2665,2954-5247-4114-309,1
B-8492212,HOLH7568,2954-6015-3239-7254,1
B-8506732,DYAJ3099,2954-9518-1330-4006,1
B-8522886,VXTK4484,2954-3680-127-8563,1
B-8526150,SOVA3280,2954-6367-651-7118,1
B-8533622,LFRM9313,2954-5259-1420-1905,1
B-8534984,HDSJ4822,2954-7652-5085-1788,1
B-8537648,HKRQ9520,2954-941-7271-1218,1
B-8557251,COPC9083,2954-8214-5403-6648,1
B-8567004,MGHU1596,2954-5216-3344-9518,1
B-8573317,ZULW3040,2954-8728-2989-6240,1
B-8575586,YAIU7102,2954-8970-3626-5754,1
B-8577211,MEGD4352,2954-2310-6798-8416,1
B-8579397,OFWU8057,2954-7788-9609-3040,1
B-8597963,KWQS3612,2954-5525-1273-5817,1
B-8607252,SFAT9324,2954-630-7335-9924,1
B-8611156,BVFX2604,2954-6766-2275-9333,1
B-8611530,BVNZ6627,2954-6656-1064-4387,1
B-8612391,DONQ3959,2954-6990-6878-1627,1
B-8614937,VCVU6477,2954-9672-9374-8357,1
B-8625828,PXIT4086,2954-7481-9232-6012,1
B-8633193,FGUQ9729,2954-3089-8223-4369,1
B-8640012,PPTK6242,2954-7444-1306-9365,1
B-8647288,TXQU8265,2954-9570-949-4489,1
B-8650248,DSKQ1861,2954-9427-7641-5583,1
B-8650760,NZGG9570,2954-6456-9251-7030,1
B-8658195,VDEG3890,2954-3948-9523-9356,1
B-8660709,ARUJ5772,2954-3365-1451-7273,1
B-8665341,AKGN5175,2954-1747-3906-2484,1
B-8675442,KGRZ9968,2954-7374-1030-5915,1
B-8683543,CPYL2606,2954-962-8270-3492,1
B-8693165,IATQ1508,2954-8745-6464-5929,1
B-8701684,SYKY2884,2954-4037-9581-2735,1
B-8703162,XIKV6962,2954-1624-6639-1295,1
B-8703619,CNTU1484,2954-7361-1680-3480,1
B-8711525,RTXL3920,2954-8391-5148-2008,1
B-8719154,IROB1126,2954-975-4432-7765,1
B-8719600,ZANH9098,2954-2593-2773-9713,1
B-8724919,EJQL3120,2954-9282-4377-5067,1
B-8725097,NRNQ5884,2954-695-5453-6183,1
B-8735341,SUVJ4453,2954-4778-7664-3491,1
B-8737321,LGXT1795,2954-625-8774-8323,1
B-8744655,XLAQ3201,2954-2773-7350-3645,1
B-8755058,YKZC6661,2954-7231-5896-6445,1
B-8758380,KHFW7546,2954-1498-2182-9386,1
B-8758700,HWQS6127,2954-4175-4465-4218,1
B-8770324,TNEV8149,2954-972-7920-6455,1
B-8781092,CPXZ3853,2954-9163-3709-2958,1
B-8788670,CADB6162,2954-8191-3928-1722,1
B-8790646,MCUQ9819,2954-446-4892-1162,1
B-8795155,QERJ3256,2954-2972-426-9619,1
B-8798371,XXEN6385,2954-8400-3254-9648,1
B-8810052,APRH8525,2954-1383-7522-4670,1
B-8816926,CBPJ2136,2954-1222-361-3388,1
B-8817649,KCQZ4489,2954-860-7660-8749,1
B-8821042,TZLV8029,2954-1759-7087-9358,1
B-8824536,JNII9469,2954-9218-7418-3460,1
B-8834221,MMMV6950,2954-7003-1809-4729,1
B-8834516,WELB4327,2954-5879-7314-806,1
B-8848908,HVRF4116,2954-9213-3274-5910,1
B-8851032,XVHU6714,2954-6461-6000-4578,1
B-8856399,HZPV5975,2954-9187-5403-1410,1
B-8859566,VDHL4399,2954-2002-1262-6677,1
B-8877640,IFKQ7431,2954-1050-305-8186,1
B-8878709,BMWL1629,2954-2144-8323-8395,1
B-8897913,BFJZ5497,2954-6375-5559-1492,1
B-8898807,VTUI5769,2954-8052-7845-848,1
B-8911140,TBEZ4470,2954-556-2872-2572,1
B-8920551,UUKK9857,2954-750-332-7560,1
B-8960881,ZLIE4994,2954-6636-6848-2605,1
B-8971924,VETW4540,2954-8841-9701-9909,1
B-8975171,QGXW2746,2954-4181-1718-3930,1
B-8994200,AHHV4140,2954-7083-4233-2525,1
B-8998041,XYGJ8777,2954-9169-5020-4948,1
B-9005953,ILYL9443,2954-3783-2594-3529,1
B-9011371,SFXU8579,2954-9053-530-8925,1
B-9012339,OHDO7972,2954-1731-8300-5219,1
B-9045031,PCGP8189,2954-9516-1667-9098,1
B-9049845,RBHL3576,2954-5548-3533-463,1
B-9050621,SOYU4477,2954-7759-4549-5687,1
B-9063661,LFKF2763,2954-9998-2680-6277,1
B-9067784,PSEZ8862,2954-225-7528-3590,1
B-9076377,XKVX3575,2954-6691-3679-2504,1
B-9086337,WTHT7616,2954-4948-4763-5512,1
B-9095197,RXZH6904,2954-3127-9613-8948,1
B-9100059,ERCQ5688,2954-6055-7999-1840,1
B-9104031,YNHB8242,2954-6275-6124-2052,1
B-9113972,CMQW5457,2954-9551-5135-8320,1
B-9122483,FFPX3719,2954-1219-1678-9186,1
B-9125958,LLJF9758,2954-5850-382-1221,1
B-9137375,JVPQ5326,2954-6101-3343-7186,1
B-9146084,SHFH4979,2954-4583-9880-6466,1
B-9154596,XCKP7145,2954-8193-8269-9044,1
B-9162954,VAUV4336,2954-7553-1857-4672,1
B-9169720,PNOO8410,2954-7205-1962-1751,1
B-9176480,ZPLG8360,2954-5824-763-1387,1
B-9180527,WRDZ7313,2954-5298-3910-9789,1
B-9188658,ATPA8254,2954-1537-3499-1328,1
B-9189376,WXGU6811,2954-9730-9678-9703,1
B-9198495,IJTR2699,2954-3126-6990-994,1
B-9198686,MFUJ3153,2954-5636-8507-7857,1
B-9216095,RIPZ8749,2954-5143-4777-3695,1
B-9219296,HEET2017,2954-5191-6474-8450,1
B-9235267,WVVZ5639,2954-216-2684-9992,1
B-9277844,KITS9869,2954-9417-2981-7738,1
B-9300918,FDGV7674,2954-9291-4160-5280,1
B-9306014,WQZJ7996,2954-2509-5570-2199,1
B-9312210,UGNZ6491,2954-8751-904-380,1
B-9315623,LFPO2585,2954-1067-2159-9253,1
B-9346463,ABMN5049,2954-9857-8163-2788,1
B-9351938,DYIT4715,2954-260-4997-5833,1
B-9353940,PIFS4059,2954-5482-2828-6330,1
B-9364631,ZGGU4644,2954-2949-2968-6830,1
B-9366654,VURX5218,2954-6077-1294-7530,1
B-9371378,TLIV8629,2954-1809-8530-9552,1
B-9376691,JDBC7813,2954-2418-5435-4542,1
B-9387805,AZYK5104,2954-1664-9950-3656,1
B-9392319,GRTZ6591,2954-4767-7329-4916,1
B-9397856,EWRP4320,2954-8231-2496-3986,1
B-9407164,NOOV8585,2954-3540-6091-868,1
B-9417653,MAXQ5554,2954-8802-8174-6522,1
B-9427986,FTSM4648,2954-8996-6577-5587,1
B-9430703,TKZA4498,2954-6326-4472-8684,1
B-9434623,UUBS8306,2954-7695-9855-6976,1
B-9449623,XVWQ5140,2954-7824-1330-2051,1
B-9450058,YSJQ8255,2954-346-2694-7417,1
B-9457761,XKEN2138,2954-9544-2234-9162,1
B-9459691,ZVMF9817,2954-4256-2307-6228,1
B-9460202,VNUV8672,2954-5123-7089-6885,1
B-9460491,HLYX2121,2954-6182-8624-7135,1
B-9461815,ZIEZ4833,2954-5200-9869-1365,1
B-9470405,QDDE8020,2954-9107-8750-1556,1
B-9474156,YFWV7804,2954-5370-4018-3573,1
B-9480037,FXDM1966,2954-575-7551-6140,1
B-9486717,GHUG5493,2954-8797-6538-5456,1
B-9487246,BQVA7981,2954-9302-4954-102,1
B-9490328,LBLQ8711,2954-7702-4786-6755,1
B-9492702,OOVH2018,2954-5619-7072-3476,1
B-9495978,KQHQ6545,2954-5311-4285-3388,1
B-9496898,UFNE3755,2954-5836-180-5735,1
B-9506610,WITW1593,2954-5348-6053-1574,1
B-9507539,MYOW7862,2954-6602-2833-3291,1
B-9527687,YHUP9406,2954-4539-7357-1535,1
B-9533985,DXOZ1420,2954-8892-8042-378,1
B-9539474,JNIM5524,2954-1355-6496-6271,1
B-9541447,ZWNZ8198,2954-9506-7148-7080,1
B-9545799,ALMH1458,2954-4820-2938-8013,1
B-9546041,BCHD9197,2954-195-5251-4248,1
B-9551729,IIBK2428,2954-9213-7551-2553,1
B-9553427,DTSJ8261,2954-1427-8093-4336,1
B-9556648,TANW9472,2954-4673-6195-37,1
B-9558308,TNIU8589,2954-4875-6818-6867,1
B-9559446,XYNJ6084,2954-5138-3078-5498,1
B-9561091,XBLJ3122,2954-4015-8371-3386,1
B-9564822,IULM2295,2954-6496-8902-6961,1
B-9571095,MNPH9344,2954-9455-9862-6302,1
B-9586424,FWTE2451,2954-3110-5478-9817,1
B-9587225,POHU6476,2954-7625-1426-5446,1
B-9587388,MGBC7631,2954-8801-4254-8293,1
B-9604395,JVRZ3763,2954-1356-9101-251,1
B-9615130,HEWS8556,2954-7465-8195-9604,1
B-9623385,VESZ5394,2954-9556-2407-5333,1
B-9633944,LYFG1893,2954-2981-2314-4040,1
B-9641547,AGLZ6322,2954-7004-4114-5821,1
B-9651596,EWTQ9245,2954-6181-1070-6420,1
B-9653105,RNAV4602,2954-2026-4479-7054,1
B-9653604,XDVC2060,2954-8241-6411-8331,1
B-9660423,AWTJ7897,2954-8122-3207-235,1
B-9660423,AWTJ7897,2954-5618-313-1768,0
B-9672203,DGPR4580,2954-6969-834-4479,1
B-9675867,UEQT5005,2954-6031-3658-2169,1
B-9679355,THKP8399,2954-2972-8064-3365,1
B-9684601,OZTZ7773,2954-170-7161-5553,1
B-9686211,MDVC5622,2954-1984-2592-3453,1
B-9691090,LZOO6189,2954-3366-3680-5081,1
B-9701887,SUWJ8822,2954-8510-1761-5935,1
B-9703535,IVGJ2716,2954-6770-2012-1182,1
B-9704869,ABRU8295,2954-3444-9380-6093,1
B-9722194,NLMY1831,2954-5482-9705-5490,1
B-9735105,AEIB5041,2954-2129-6295-9556,1
B-9749578,SCMZ3346,2954-8723-9963-6222,1
B-9774036,AYXG4749,2954-8190-2270-1877,1
B-9779799,CUNZ8475,2954-4194-6531-2364,1
B-9780896,GLFI2924,2954-3481-1734-5256,1
B-9794512,JKHZ7736,2954-3595-6668-7465,1
B-9796588,HQCO5701,2954-7908-9884-1538,1
B-9799350,MIOJ1603,2954-6757-5080-1590,1
B-9813729,LSQS5140,2954-9532-7254-1995,1
B-9816863,NUXG4953,2954-9260-1438-2476,1
B-9828980,OQHR6001,2954-9056-3633-5568,1
B-9829937,SKTS5519,2954-9869-5727-5724,1
B-9871731,RDPU2979,2954-7714-6530-4676,1
B-9889232,UOOF3834,2954-7622-9855-172,1
B-9907649,WVKD6082,2954-6801-516-6332,1
B-9937971,NXTS3153,2954-8457-6233-5286,1
B-9947811,QARP1883,2954-6109-3105-9947,1
B-9953719,ORGN1663,2954-4235-6254-670,1
B-9960827,CQWZ4676,2954-9496-6757-6942,1
B-9976510,IQIU1971,2954-7493-4758-2724,1
B-9976526,BYQH6683,2954-5423-9534-996,1
B-9976707,UVVV6816,2954-8359-682-6,1
B-9979314,XASZ1328,2954-1405-794-6560,1
B-9981092,CJUW2003,2954-5680-4621-809,1
B-9989192,UOKK4027,2954-3180-1408-4319,1
B-9991468,YRNB4373,2954-7843-1413-2307,1
B-9993503,YRJT6494,2954-4795-6638-8550,1
C-1115412,XDHM3974,6280-5629-8096-5623,1
C-1115501,HHIJ5155,6280-1194-5483-5581,1
C-1134273,DXRJ6708,6280-6179-1625-4360,1
C-1141629,GPLL6689,6280-8940-1665-5603,1
C-1145848,KNCQ7935,6280-5432-4986-9524,1
C-1150149,XYXQ1952,6280-1206-7195-3709,1
C-1152524,VQUV2413,6280-9137-5603-2809,1
C-1165697,HYTC6158,6280-4419-5426-9185,1
C-1176689,TIGR9428,6280-1562-5059-5402,1
C-1180849,XVNA9487,6280-4498-1207-6546,1
C-1186089,OPNI8576,6280-138-5043-2525,1
C-1186977,HQXS8885,6280-1824-1057-9802,1
C-1190846,XDXM3559,6280-2268-6509-9119,1
C-1190973,TCYG5273,6280-7865-3622-5323,1
C-1198405,QAYE2526,6280-732-6803-7961,1
C-1199669,ROUX1777,6280-2921-3593-3247,1
C-1207731,BANP6140,6280-7683-5409-6829,1
C-1219496,XDEM9652,6280-9485-7627-265,1
C-1227009,TQZU8894,6280-6437-9922-8701,1
C-1232088,NIZZ7793,6280-7041-1016-6626,1
C-1236003,LYRU4690,6280-4028-8511-8717,1
C-1252523,ZXUG6389,6280-4433-7365-8752,1
C-1253560,UWWB7998,6280-3135-1964-8308,1
C-1255678,VEQS2699,6280-8425-5577-292,1
C-1267656,SBBA5830,6280-6255-1560-9825,1
C-1271757,OGXV8361,6280-4474-933-5815,1
C-1273073,PKMT4898,6280-8153-7522-2439,1
C-1288081,MAFV7053,6280-6250-7846-3698,1
C-1295227,WVVS7563,6280-334-6773-6771,1
C-1318182,WKGH4406,6280-8250-7291-1018,1
C-1325231,SOYV4998,6280-9640-8005-2949,1
C-1337255,QVBI2612,6280-9092-9769-4733,1
C-1343189,CSEH8663,6280-4982-9248-5158,1
C-1345202,XNEB3530,6280-8770-5985-8,1
C-1348577,AFHF5927,6280-8861-9532-6236,1
C-1350008,ZRHT5282,6280-7380-2993-6120,1
C-1352650,PGEN7636,6280-3495-1168-7910,1
C-1353394,CGQM1842,6280-1229-8277-6420,1
C-1359243,ZZHT8477,6280-826-8635-8218,1
C-1360915,BKMR2198,6280-9440-6490-7870,1
C-1367786,NZDE2235,6280-2800-2686-1464,1
C-1389084,SJZK7688,6280-6809-300-6363,1
C-1395611,ZQBJ4847,6280-4416-4206-6496,1
C-1397070,LQZM5338,6280-4024-8095-9592,1
C-1403432,KCLV2420,6280-5197-826-5375,1
C-1407001,GVJA8875,6280-5928-6892-6453,1
C-1421050,ZLYN7206,6280-9240-4437-9748,1
C-1428028,FVOL7089,6280-4002-4857-2903,1
C-1435084,TVBU2429,6280-3560-5707-2216,1
C-1441287,XDIT2531,6280-3963-3668-2167,1
C-1442166,NAKU6165,6280-5004-8402-903,1
C-1450489,GLFV8606,6280-4738-4963-1755,1
C-1450663,QOJJ2743,6280-680-9359-567,1
C-1459502,DEBA6657,6280-1547-3626-8830,1
C-1462766,OMTT6343,6280-4746-4167-5205,1
C-1463156,FJTD1908,6280-7692-2704-1531,1
C-1471183,GHVQ3049,6280-3493-9231-3295,1
C-1474288,JVKK8612,6280-158-1249-7681,1
C-1479590,IWNO3990,6280-4337-5817-2869,1
C-1495012,KBYI9535,6280-3102-9223-5914,1
C-1496702,TEXK7063,6280-8840-445-7533,1
C-1499572,XDBD1805,6280-9869-3395-2171,1
C-1504631,PDBX9220,6280-5875-2649-8675,1
C-1509391,YPTX9274,6280-7587-7705-8132,1
C-1519088,BOWI5402,6280-8748-9511-5724,1
C-1522482,RJGL4494,6280-4378-4121-3453,1
C-1522833,CKGK2213,6280-824-4172-4621,1
C-1530866,QJVO8196,6280-3970-44-3056,1
C-1541000,MPDW3258,6280-2067-9534-1772,1
C-1555196,EJIZ7505,6280-1995-2216-7534,1
C-1565602,BWEB8506,6280-8514-2426-4097,1
C-1567319,ABNJ4570,6280-4131-8550-7990,1
C-1573371,ETCM3424,6280-9656-8090-8652,1
C-1576674,BIRA2225,6280-4136-2637-9016,1
C-1584942,DMRT1179,6280-5540-309-4186,1
C-1586709,NRSY6118,6280-1299-794-6769,1
C-1601342,IJLG1259,6280-7315-7824-2216,1
C-1607034,EFAV7795,6280-5318-3971-8084,1
C-1620882,ZJKY1787,6280-1934-7993-6158,1
C-1627341,ESWR6317,6280-8879-9516-2718,1
C-1640253,UTSM7966,6280-8526-959-5567,1
C-1656702,PEBD6706,6280-6838-6193-638,1
C-1657739,WTBH7537,6280-7835-2378-2660,1
C-1663058,ZOET4373,6280-4189-6997-7674,1
C-1679350,IBWT1463,6280-8573-9968-3797,1
C-1682901,VJAM8512,6280-7745-5104-4355,1
C-1689554,YNEJ7512,6280-841-2529-675,1
C-1696490,MGXX8711,6280-7128-6557-2427,1
C-1697934,RCOJ4230,6280-9764-407-7319,1
C-1699528,AFNW3245,6280-5669-2852-1199,1
C-1700373,HVKC1681,6280-235-4036-1322,1
C-1710561,EDIS3133,6280-3141-4014-2961,1
C-1721836,KQWB9189,6280-4316-6631-5369,1
C-1728165,BMUB7048,6280-4953-2600-3594,1
C-1731671,AYNH1129,6280-1511-1058-6118,1
C-1739274,LIFS2157,6280-6279-6483-7956,1
C-1747608,NNPD8006,6280-8145-6406-8579,1
C-1753802,EESV1973,6280-4560-797-7743,1
C-1765090,OPTE4566,6280-2725-3634-9652,1
C-1770348,HUQM6284,6280-4872-4802-5265,1
C-1773524,XUWD8872,6280-7738-1079-2236,1
C-1775308,QYVQ3764,6280-2986-745-5237,1
C-1778612,MJQP1135,6280-2248-2036-8260,1
C-1781398,PPKT9008,6280-5184-504-6068,1
C-1785243,XTRG7937,6280-9964-5188-863,1
C-1790057,VTMS6880,6280-1410-3626-4218,1
C-1791524,KWSV7126,6280-13-12-9949,1
C-1799392,NQRQ4898,6280-9803-9419-2961,1
C-1803773,YADB4416,6280-3892-5100-634,1
C-1817225,QUKA8248,6280-4883-7406-1420,1
C-1823332,JQBW6535,6280-1525-8106-7534,1
C-1825820,DRCZ8084,6280-1873-5669-5830,1
C-1832840,JHCT6107,6280-9371-5135-3081,1
C-1839126,DTLJ2338,6280-7969-8532-7596,1
C-1840528,UHOF8448,6280-1459-6291-288,1
C-1840756,LHET1561,6280-2260-2636-7347,1
C-1856384,YUVR1452,6280-763-4587-163,1
C-1866560,EELG2256,6280-7750-855-6910,1
C-1885173,DQSA8203,6280-4119-559-7307,1
C-1893012,CUUK6388,6280-8317-2146-9247,1
C-1897008,YDCG2657,6280-3204-6047-718,1
C-1905043,CUGF4320,6280-1255-1611-7608,1
C-1918327,OUTV7919,6280-1075-6891-4037,1
C-1926304,XFCU3170,6280-403-2409-8391,1
C-1932152,HWJE9883,6280-3533-8417-4190,1
C-1949852,IUEW5648,6280-1550-4792-3746,1
C-1950364,CSWJ9700,6280-9003-7109-4429,1
C-1953704,SSSX1450,6280-4591-4157-1438,1
C-1955152,KJIY4077,6280-4057-6119-5269,1
C-1962136,PUFA8379,6280-7649-983-9869,1
C-1981261,TYJD2422,6280-2772-4968-5003,1
C-1986194,DVBW6359,6280-4453-4450-232,1
C-1989561,ZVDZ9090,6280-6136-1479-2137,1
C-1996558,DVTC4008,6280-2470-4967-7787,1
C-1999244,GVHT6722,6280-7124-4118-4259,1
C-2003086,ZSHD5430,6280-5784-4070-427,1
C-2008574,URXQ3442,6280-511-5837-4462,1
C-2009664,WEJJ7736,6280-4849-3331-5282,1
C-2010381,LFGY6487,6280-8241-5011-7000,1
C-2022728,BCJE8111,6280-2515-6164-3018,1
C-2034130,RVZX2055,6280-43-1105-2896,1
C-2037143,IOME7590,6280-2309-7723-2355,1
C-2047290,NPGP2370,6280-1092-1678-4582,1
C-2061338,LQHC5536,6280-6494-6943-836,1
C-2069454,ITGF2321,6280-7495-147-5744,1
C-2074686,WGWK8303,6280-2254-6188-9440,1
C-2083194,VEIY3943,6280-9261-6592-5446,1
C-2086137,NDYH8394,6280-623-1287-3505,1
C-2089790,DYDS7642,6280-9771-1078-3690,1
C-2090757,NDWE2358,6280-5368-1148-9307,1
C-2092629,APAY8388,6280-6950-6964-5158,1
C-2103007,ZIBG4205,6280-1305-9283-1514,1
C-2111092,GTVL9812,6280-5223-6157-2317,1
C-2112647,LINR2723,6280-9281-3872-8542,1
C-2118134,XVSC6690,6280-7010-8140-981,1
C-2128086,WANF9768,6280-60-9161-4018,1
C-2137464,FJZD7917,6280-9855-2526-9989,1
C-2140637,NHZJ4930,6280-770-5186-8103,1
C-2143880,DESE7565,6280-4215-6053-2162,1
C-2147824,RFQL9022,6280-8519-263-7789,1
C-2159812,KRHV4271,6280-8663-9035-9443,1
C-2179943,ZXAW2929,6280-7747-5622-4985,1
C-2181552,PLWN2946,6280-4925-7795-4825,1
C-2195163,RIPV9988,6280-5322-257-927,1
C-2198172,LFMY4025,6280-7130-6917-4052,1
